Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
344,120,3,63.0,-0.1569698562973897,1,0,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,1,8,8,1,616.0,0,4,2,0,3,3,2,28,5,0,1656,1684,1,0,1,4,1684,0,0,0.43629179628481446,0,0,2,0,2,1,0,6,6,1,0,1,2005.0,1,2,564,4,4,2,495,72,0,0,0,0,0,7,2008,8,4,1.617371349282053
345,160,4,36.0,-0.9088451838937125,1,3,3,0,4,0,10,2,2,4,5,5,3,1976,1976,1,1,5,5,3,0.0,3,4,1,2,3,3,4,129,1,232,175,536,1,4,1,4,536,576,0,-0.754430623942955,0,0,1,1,3,1,3,4,6,0,5,1,1976.0,2,1,336,4,4,2,182,0,0,0,0,0,0,4,2010,8,4,-1.4395984947052174
346,50,3,65.0,-0.44704929385812536,1,3,3,0,4,0,3,6,2,0,0,6,5,1939,1950,1,1,8,8,3,0.0,3,4,0,3,3,3,5,0,5,0,972,972,1,2,1,4,972,605,0,0.21355176313031912,0,0,1,0,3,1,1,6,6,1,2,5,1939.0,2,1,312,4,4,2,0,0,0,0,0,0,0,10,2006,8,4,-0.507307138969873
347,20,3,69.0,0.3144392711055789,1,0,3,0,1,0,12,2,2,0,2,6,8,1960,1998,3,1,8,8,3,0.0,3,2,1,3,3,2,1,498,5,0,460,958,1,4,1,4,958,0,0,-1.0750097370812006,0,0,1,0,2,1,3,5,6,0,5,1,1960.0,1,1,301,4,4,2,0,0,0,0,0,0,15500,4,2007,8,4,-0.31645764042260144
348,20,3,69.0,0.8945981462270504,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,1,13,14,1,30.0,3,4,1,3,3,3,1,1270,5,0,208,1478,1,0,1,0,1478,0,0,0.0074651903985897975,1,0,2,0,3,1,3,6,6,2,2,1,1960.0,2,2,498,4,4,2,0,40,0,0,0,0,0,12,2009,8,4,-0.21512162349484665
349,160,3,36.0,-0.9261490111549991,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,1,12,15,2,106.0,2,4,2,2,3,3,2,573,5,0,191,764,1,0,1,4,764,862,0,0.31555420821976093,1,0,2,1,2,1,2,6,6,0,5,3,2003.0,1,2,474,4,4,2,0,27,0,0,0,0,0,10,2008,8,4,-0.27423430003603694
351,120,3,68.0,-0.28062012193533376,1,0,3,0,4,0,16,2,2,4,2,9,5,2007,2007,3,1,8,8,1,362.0,0,4,2,0,3,3,5,0,5,0,1869,1869,1,0,1,4,1869,0,0,0.8214030685612783,0,0,2,0,2,1,0,6,6,1,2,1,2007.0,1,2,617,4,4,2,210,54,0,0,0,0,0,12,2007,6,5,2.4966470788280266
352,120,3,69.0,-0.5869218975535256,1,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,1,13,14,3,0.0,3,4,2,2,3,1,2,1082,5,0,371,1453,1,2,1,4,1453,0,0,-0.04457687342255397,1,0,1,1,2,1,2,6,6,1,4,1,1986.0,1,2,445,4,4,2,0,80,0,0,184,0,0,12,2006,8,0,0.333781801530492
353,50,3,60.0,-0.12873097153070662,1,3,3,0,4,0,7,0,2,0,0,5,6,1941,1950,1,1,12,13,3,0.0,3,4,1,3,0,2,3,236,4,380,0,616,1,4,0,4,616,495,0,-0.7565123064958007,0,1,1,0,3,1,3,5,6,0,5,5,1941.0,2,1,200,4,1,2,48,0,0,0,0,0,0,3,2008,5,4,-1.2707051331589594
354,30,4,60.0,-0.19650429497074595,1,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,1,12,13,3,0.0,3,2,0,3,3,3,5,0,5,0,624,624,1,2,1,4,720,0,0,-1.5704501846584893,0,0,1,0,2,1,3,5,6,0,5,5,2005.0,2,2,484,4,4,2,106,0,0,0,0,0,0,5,2010,8,4,-1.086611369073538
355,50,3,60.0,-0.21092415102181813,1,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,1,13,8,3,0.0,3,4,1,3,3,3,3,388,5,0,552,940,1,0,1,4,1192,403,0,0.25102204908154263,0,0,1,0,2,1,3,6,6,2,2,1,1940.0,2,1,240,4,4,2,0,0,108,0,0,0,0,6,2006,8,4,-0.5106850062007982
356,20,3,105.0,0.13142726472405428,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,1,12,13,3,0.0,2,2,2,2,1,3,0,334,1,544,322,1200,1,0,1,4,1200,0,0,-0.5712425592925289,1,0,2,0,3,1,2,6,6,0,5,1,1995.0,1,2,521,4,4,2,0,26,0,0,0,0,0,8,2007,8,4,0.12266509959766941
357,20,3,69.0,-0.10902383492757461,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,1,6,6,1,106.0,3,4,2,2,3,3,2,560,5,0,598,1158,1,2,1,4,1167,0,0,-0.6399380835364387,1,0,2,0,3,1,2,6,6,0,5,1,1992.0,1,2,400,4,4,2,120,26,0,0,0,0,0,7,2009,8,4,0.04666308690185331
358,120,4,44.0,-0.7127351415991307,1,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,1,5,5,3,0.0,3,4,2,2,3,3,0,874,5,0,268,1142,1,4,1,4,1142,0,0,-0.6919801473575824,1,0,1,1,3,1,3,6,6,1,3,1,1976.0,0,2,528,4,4,2,536,90,0,0,0,0,0,8,2007,8,4,-0.612021023128553
359,80,3,92.0,-0.3875673876474526,1,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,1,13,7,1,120.0,3,4,1,3,3,0,1,300,4,294,468,1062,1,0,1,1,1352,0,0,-0.2548268112599748,0,1,1,0,3,1,2,6,3,0,5,3,1958.0,2,1,288,4,4,2,168,0,294,0,0,0,0,7,2006,8,0,-0.6795783677470562
360,60,3,78.0,0.22299335064836273,1,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,1,530.0,2,4,2,2,3,0,2,956,5,0,130,1086,1,0,1,4,1086,838,0,0.9358956089677946,1,0,2,1,3,1,2,7,6,1,4,1,1998.0,1,2,592,4,4,2,208,75,0,0,374,0,0,6,2006,8,4,1.853822055446814
361,85,3,69.0,-0.3142664527211689,1,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,1,12,13,3,0.0,3,4,1,2,3,0,2,773,5,0,115,888,1,0,1,4,912,0,0,-1.1707671345121051,1,0,1,0,2,1,3,5,6,1,4,1,1978.0,1,2,470,4,4,2,0,0,0,0,192,0,0,6,2007,8,4,-0.24045562772678536
362,50,3,69.0,-0.12152104350517053,1,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,8,8,3,0.0,3,4,1,3,3,3,4,399,5,0,484,883,1,2,1,4,988,517,0,0.06367061932542507,1,0,1,0,3,1,3,8,6,0,5,5,1940.0,2,1,240,4,4,0,0,0,0,0,0,0,0,7,2008,8,4,-0.42623832542766915
363,85,3,64.0,-0.34298599935622104,1,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,1,6,6,1,500.0,2,4,3,4,4,4,6,0,6,0,0,0,1,0,1,4,495,1427,0,0.9317322438621031,0,0,3,0,4,1,2,7,6,1,0,3,2003.0,1,2,672,4,4,2,0,0,177,0,0,0,0,7,2009,3,4,0.47734115884481126
364,160,4,21.0,-1.0184360898818612,1,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,1,6,6,1,510.0,3,4,1,3,3,3,0,162,5,0,321,483,1,2,1,4,483,504,0,-1.0146409430486738,0,0,1,1,2,1,2,5,6,0,5,5,1972.0,2,1,264,4,4,2,250,0,0,0,0,0,0,5,2009,8,4,-0.8822504016025658
365,60,3,69.0,1.0387967067377724,1,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,1,6,6,1,120.0,3,4,2,2,3,2,2,712,5,0,84,796,1,4,1,4,790,784,0,0.20730671547178187,1,0,2,1,3,1,3,6,6,1,4,1,1976.0,0,2,566,4,4,2,306,111,0,0,0,0,0,7,2006,8,4,0.333781801530492
366,70,4,59.0,0.06425476861947628,1,3,3,0,4,0,9,2,2,0,5,5,7,1920,1997,3,1,12,13,3,0.0,3,2,1,3,0,3,4,456,5,0,216,672,1,2,1,0,672,672,0,-0.2714802716827408,0,0,1,0,3,1,3,6,6,0,5,5,1964.0,2,1,468,4,1,2,0,128,218,0,0,0,0,7,2009,8,4,-0.3924596531184176
367,20,3,69.0,-0.078742137220323,1,0,3,0,4,0,12,2,2,0,2,6,5,1963,1963,1,1,9,10,1,247.0,3,4,1,2,3,3,1,609,5,0,785,1394,1,2,1,4,1394,0,0,-0.16739614404045328,1,0,1,1,3,1,3,6,6,2,2,1,1963.0,1,2,514,4,4,2,0,76,0,0,185,0,0,7,2009,8,4,-0.18978761926290794
368,80,3,101.0,-0.12080005070261692,1,0,3,0,0,0,12,2,2,0,7,6,5,1962,1962,1,5,9,10,1,305.0,3,4,1,2,3,1,2,371,5,0,728,1099,1,2,1,4,1431,0,0,-0.09037388958516049,0,1,1,0,3,1,3,6,6,1,2,2,1962.0,1,1,296,4,4,2,64,110,0,0,0,0,0,12,2008,8,4,-0.08845160233515312
369,20,3,78.0,-0.2830234312771791,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,1,200.0,3,4,2,3,3,3,3,540,5,0,728,1268,1,2,1,4,1268,0,0,-0.42968814569901786,0,0,1,0,2,1,3,7,6,1,2,1,1954.0,0,1,244,4,4,2,0,98,0,0,0,0,0,3,2010,8,4,-0.6457996954378046
370,20,3,69.0,-0.039087533079874455,1,0,3,0,0,0,12,2,2,0,2,5,7,1959,2006,1,1,13,14,3,0.0,3,2,1,3,3,3,0,72,4,258,733,1063,1,0,1,4,1287,0,0,-0.3901361771949486,1,0,1,0,3,1,2,7,6,1,2,5,1997.0,0,2,576,4,4,2,364,17,0,0,182,0,0,3,2010,8,4,-0.13911961079903054
371,60,3,69.0,-0.244450316340561,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,3,0.0,3,4,2,2,3,3,5,0,5,0,953,953,1,0,1,4,953,711,0,0.39465814522789944,0,0,2,1,3,1,3,7,6,1,4,1,2000.0,1,2,460,4,4,2,100,40,0,0,0,0,0,1,2006,8,4,0.036529485209077825
372,50,3,80.0,0.8369187220227615,1,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,1,14,10,3,0.0,3,4,1,4,4,4,6,0,6,0,0,0,1,4,1,4,1120,468,0,0.23645027121162238,0,0,2,0,4,1,3,7,3,1,2,5,1991.0,0,2,680,4,4,0,0,59,0,0,0,0,0,7,2008,8,4,-0.6047248299097546
373,120,3,50.0,-0.3581268482098468,1,3,3,0,4,0,20,2,2,4,2,6,5,1984,1984,1,1,9,10,3,0.0,3,4,1,2,3,3,0,623,3,121,0,744,1,4,1,4,752,0,0,-1.5038363429674253,1,0,1,0,2,1,3,4,6,0,5,1,1984.0,2,1,264,4,4,2,353,0,0,0,90,0,0,2,2010,8,4,-0.7640250485201852
374,20,3,79.0,0.057525502462309266,1,3,3,0,4,0,12,2,2,0,2,5,6,1953,1953,1,1,8,8,3,0.0,3,4,2,3,3,3,1,428,3,180,0,608,1,4,1,4,1319,0,0,-0.3235223355038846,1,0,1,0,3,1,3,5,3,0,5,1,1953.0,2,1,270,4,4,2,66,0,0,0,0,0,0,11,2009,8,4,-0.7978037208294368
375,60,3,65.0,-0.2349572444402718,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,847,847,1,0,1,4,847,1081,0,0.9442223391791776,0,0,2,1,4,1,2,8,6,1,2,3,2003.0,0,2,434,4,4,2,100,48,0,0,0,0,0,7,2007,8,4,0.8320172180919532
376,30,3,69.0,-0.016256094332343474,1,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,1,13,14,3,0.0,1,1,0,1,2,1,1,350,5,0,333,683,1,2,0,0,904,0,0,-1.187420594934871,1,0,0,1,1,1,1,4,0,0,5,6,1980.0,3,0,0,5,5,2,0,0,0,0,0,0,0,3,2009,8,4,-1.8449425624162366
377,85,3,57.0,-0.1573303526986665,1,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,1,12,13,3,0.0,2,4,2,2,3,0,2,298,5,0,572,870,1,0,1,4,914,0,0,-1.1666037694064137,0,0,1,0,2,1,3,5,6,0,5,5,1998.0,2,2,576,4,4,2,0,0,0,0,0,0,0,7,2006,8,4,-0.37557031696379173
378,60,1,102.0,0.11868972521227383,1,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,3,0.0,2,4,2,2,3,3,5,0,5,0,1580,1580,1,0,1,4,1580,886,0,2.0641675526101912,0,0,3,0,4,1,2,8,6,1,2,1,2004.0,1,2,610,4,4,2,159,214,0,0,0,0,0,12,2007,8,4,2.8671822247243623
380,60,3,60.0,-0.24420998540637648,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,1,16.0,3,4,2,2,3,3,5,0,5,0,982,982,1,0,1,4,1007,793,0,0.6777669724149216,0,0,2,1,3,1,3,7,6,1,4,1,2000.0,0,2,463,4,4,2,100,63,0,0,0,0,0,6,2009,8,4,0.1479991038296081
381,50,3,50.0,-0.6194867391355304,1,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,14,3,0.0,3,4,0,3,3,3,3,218,5,0,808,1026,1,4,1,4,1026,665,0,0.4508635741547347,0,0,2,0,3,1,2,6,6,1,2,5,1924.0,2,1,308,4,4,2,0,0,242,0,0,0,0,5,2010,8,4,-0.7302463762109336
382,20,1,60.0,-0.3551227115325401,1,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,1,12,13,3,0.0,2,4,2,2,1,3,5,0,5,0,1293,1293,1,0,1,4,1301,0,0,-0.3609926214551081,1,0,2,0,2,1,2,5,6,1,2,1,2006.0,1,2,572,4,4,2,216,121,0,0,0,0,0,8,2006,6,5,0.29578079518258393
383,60,3,79.0,-0.10938433132885142,1,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,3,0.0,2,4,2,2,3,0,5,0,5,0,939,939,1,0,1,4,939,858,0,0.6715219247563843,0,0,2,1,3,1,2,8,6,0,5,1,2006.0,1,2,639,4,4,2,144,53,0,0,0,0,0,4,2007,8,4,0.7306812011641983
384,45,2,60.0,-0.13882487076645716,1,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,1,13,14,3,0.0,3,4,0,1,0,3,5,0,5,0,784,784,1,4,0,0,784,0,0,-1.4372225012763613,0,0,1,0,2,1,3,5,6,0,5,5,1950.0,2,2,360,1,1,0,0,0,91,0,0,0,0,10,2009,8,4,-1.5916025200968495
385,60,3,69.0,5.161313386272221,1,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,3,0.0,2,4,2,2,3,0,2,985,5,0,595,1580,1,0,1,4,1079,874,0,0.9962644030003214,1,0,2,1,3,1,2,9,6,2,1,1,1992.0,0,2,501,4,4,2,216,231,0,0,0,0,0,6,2007,8,4,1.178248609261782
386,120,3,43.0,-0.8379475583092741,1,3,3,0,4,0,0,2,2,4,2,8,5,2004,2005,1,1,12,13,1,16.0,2,4,2,2,3,3,2,24,5,0,1232,1256,1,0,1,4,1269,0,0,-0.42760646314617207,0,0,2,0,2,1,2,6,6,1,4,1,2004.0,0,2,430,4,4,2,146,20,0,0,144,0,0,4,2010,8,4,0.36756047383974355
387,50,3,58.0,-0.20972249635089546,1,3,3,0,2,0,7,1,2,0,0,5,3,1910,1996,2,1,13,13,3,0.0,3,1,2,3,3,3,5,0,5,0,658,658,1,4,1,4,658,526,0,-0.604549480138061,0,0,1,0,5,1,3,8,6,0,5,6,1980.0,3,0,0,5,5,0,0,151,0,0,0,0,0,5,2006,8,1,-1.5071558393237205
388,80,3,72.0,-0.3551227115325401,1,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,1,255.0,3,4,1,3,3,0,0,631,5,0,410,1041,1,0,1,4,1125,0,0,-0.7273687507559602,1,0,1,0,3,1,3,6,6,1,1,5,1977.0,2,1,352,4,4,2,296,0,0,0,0,0,0,10,2009,8,0,-0.7640250485201852
389,20,3,93.0,-0.09292166233721066,1,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,1,12,13,1,125.0,2,4,2,2,3,3,5,0,5,0,1468,1468,1,0,1,4,1479,0,0,0.009546872951435548,0,0,2,0,3,1,2,6,6,0,5,1,1999.0,1,2,577,4,4,2,120,25,0,0,0,0,0,7,2008,8,4,0.35067113768511776
391,50,3,50.0,-0.2103233236863568,1,3,3,0,4,0,7,2,2,0,0,5,8,1900,1950,1,1,8,8,3,0.0,3,4,0,3,1,3,4,241,1,391,229,861,1,0,1,4,961,406,0,-0.22360157296728853,1,0,1,0,4,1,3,7,6,0,5,5,1978.0,2,1,384,4,4,2,0,130,112,0,0,0,0,4,2008,8,4,-0.86536106544794
392,60,3,71.0,0.24678611313263185,1,0,3,0,1,0,11,2,2,0,5,6,5,2001,2002,1,1,12,13,3,0.0,3,4,2,0,3,3,0,690,5,0,114,804,1,0,1,4,804,1157,0,1.0129178634230875,1,0,2,1,3,1,2,7,6,1,4,3,2001.0,0,2,560,4,4,2,125,192,0,0,0,0,0,6,2009,8,4,0.756015205396137
393,20,3,69.0,-0.2182542445144465,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,3,0.0,3,4,3,4,4,4,6,0,6,0,0,0,1,4,1,4,882,0,0,-1.2332176110974777,0,0,1,0,3,1,3,5,6,0,5,1,1959.0,1,1,294,4,4,2,0,0,0,0,0,0,1200,7,2007,8,4,-1.0764777673807626
394,30,3,69.0,-0.3255620066278421,1,3,3,0,0,0,3,1,2,0,2,4,5,1941,1950,1,1,14,15,3,0.0,3,4,1,3,3,3,4,266,5,0,522,788,1,4,1,0,788,0,0,-1.4288957710649781,0,0,1,0,2,1,3,4,6,2,4,6,1980.0,3,0,0,5,5,2,0,0,0,0,0,0,0,4,2006,8,0,-1.1862584523858302
395,50,3,60.0,-0.0025572310838248877,1,3,3,0,4,0,17,2,2,0,0,5,6,1940,1950,1,1,8,8,3,0.0,3,4,1,3,3,3,5,0,5,0,735,735,1,2,1,0,735,299,0,-0.9168018630649235,0,0,1,0,2,1,3,5,6,0,5,5,1940.0,2,1,240,4,4,2,0,39,0,0,0,0,0,7,2007,8,4,-1.034254426994198
396,20,3,68.0,-0.07021038905677196,1,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,1,1,13,14,3,0.0,3,4,1,3,3,0,1,739,5,0,405,1144,1,4,1,4,1144,0,0,-0.6878167822518909,1,0,1,0,3,1,3,6,6,0,5,1,1956.0,2,1,596,4,4,2,44,0,0,0,0,0,0,6,2010,8,4,-0.696467703901682
397,20,3,60.0,-0.3551227115325401,1,3,2,0,4,0,5,2,2,0,2,5,5,1972,1972,3,1,8,8,3,0.0,3,4,1,3,3,0,4,777,5,0,117,894,1,4,1,4,894,0,0,-1.2082374204633286,0,0,1,0,2,1,3,6,6,0,5,5,1985.0,1,2,600,4,4,2,215,0,0,0,0,0,0,9,2009,8,4,-0.7978037208294368
398,60,3,69.0,-0.3082581793665555,1,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,1,12,13,1,288.0,3,4,1,3,3,3,0,540,5,0,324,864,1,4,1,4,876,936,0,0.7027471630490706,0,0,2,0,4,1,3,8,6,1,4,1,1962.0,1,1,264,4,4,2,0,168,0,0,0,0,0,7,2007,8,4,-0.01244958963933701
399,30,4,60.0,-0.14279033118050202,1,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,3,0.0,3,1,0,1,2,3,5,0,5,0,961,961,1,2,1,3,1077,0,0,-0.8272895132925562,0,0,1,0,2,1,3,6,1,0,5,5,1920.0,2,1,338,3,3,0,0,0,0,0,0,0,0,11,2007,8,0,-1.7436065454884817
400,60,1,65.0,-0.24396965447219193,1,3,3,0,4,0,21,2,2,0,5,7,5,2006,2007,1,1,5,5,2,100.0,2,4,2,2,3,3,2,812,5,0,280,1092,1,0,1,4,1112,438,0,0.15734633420348385,1,0,2,0,2,1,2,7,6,0,5,1,2007.0,0,2,438,4,4,2,0,168,0,0,0,0,0,10,2009,8,4,1.195137945416408
401,120,3,38.0,0.5777218095047387,1,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,3,0.0,2,4,2,2,3,3,2,786,5,0,474,1260,1,0,1,4,1288,0,0,-0.38805449464210284,1,0,1,1,1,1,0,4,6,2,2,1,1996.0,0,2,500,4,4,2,120,30,0,0,224,0,0,12,2008,8,4,1.271139958112224
402,20,3,65.0,-0.1668234245989557,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,3,0.0,2,4,2,2,3,0,2,24,5,0,1286,1310,1,0,1,4,1310,0,0,-0.34225747847949634,0,0,2,0,3,1,2,6,6,1,2,1,2005.0,0,2,400,4,4,2,0,0,0,0,0,0,0,7,2006,6,5,-0.08862049569669937
403,30,3,60.0,0.005373689744264821,1,3,3,0,4,0,19,2,2,0,2,5,8,1940,1997,1,1,13,14,3,0.0,3,4,2,3,3,3,5,0,5,0,672,672,1,0,1,4,672,0,0,-1.6703709471950852,0,0,1,0,2,1,3,4,6,0,5,5,1940.0,2,1,240,4,4,0,168,0,0,0,0,0,0,8,2008,8,4,-1.0511437631488239
404,60,3,93.0,0.23248642254865193,1,3,3,0,0,0,15,2,2,0,5,8,5,1998,1998,3,1,12,13,1,650.0,2,4,2,2,3,3,5,0,5,0,1141,1141,1,2,1,4,1165,1098,0,1.6415859943825042,0,0,2,1,4,1,2,10,6,1,4,3,1998.0,0,2,420,4,4,2,144,123,0,0,0,0,0,7,2006,8,0,1.4822566600450466
405,60,3,69.0,0.025080826347396824,1,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,3,0.0,3,4,2,2,3,3,5,0,5,0,806,806,1,2,1,4,806,766,0,0.20314335036609035,0,0,2,1,3,1,3,7,6,1,4,3,1995.0,0,2,373,4,4,2,0,40,0,0,0,0,0,5,2007,8,4,-0.03778359387127571
406,20,3,69.0,-0.019740892878019257,1,0,3,0,0,0,19,1,2,0,2,4,4,1976,1993,1,1,9,10,3,0.0,3,4,1,3,3,3,1,1116,5,0,165,1281,1,0,1,4,1620,0,0,0.3030641129026864,1,0,2,0,3,1,3,8,2,1,4,1,1993.0,2,2,490,4,4,2,120,78,0,0,0,0,0,6,2009,8,4,-0.34179164465454015
407,50,3,51.0,0.039020020530099946,1,3,3,0,4,0,18,2,2,0,0,6,5,1936,1950,1,1,8,8,3,0.0,3,4,0,3,3,3,5,0,5,0,1064,1064,1,0,1,0,1166,0,473,0.34261608140675565,0,0,1,0,3,1,3,6,1,0,5,5,1936.0,2,1,240,4,4,2,0,0,0,0,0,0,0,3,2008,8,4,-0.9329184100664433
408,70,3,63.0,0.6513832408322993,1,3,3,0,4,0,6,2,2,0,5,6,7,1915,1976,1,1,13,10,3,0.0,3,4,0,2,3,3,5,0,5,0,840,840,1,0,1,4,840,840,0,0.42796506607343143,0,0,2,0,4,1,3,8,6,0,5,1,1960.0,2,1,308,4,4,2,0,0,160,0,0,0,0,3,2008,8,4,0.11422043152035652
409,60,3,109.0,0.48050794662709373,1,3,3,0,0,0,16,2,2,0,5,7,5,2006,2006,1,1,12,13,1,350.0,2,4,2,0,1,3,5,0,5,0,1063,1063,1,0,1,4,1071,1101,0,1.4521528820735408,0,0,2,1,3,1,2,9,6,1,2,1,2006.0,1,3,947,4,4,2,192,62,0,0,0,0,0,8,2007,6,5,1.853822055446814
410,60,1,85.0,0.0774729699996258,1,3,3,0,4,0,21,2,2,0,5,8,5,2007,2008,1,1,12,13,2,100.0,2,4,2,0,3,3,2,789,5,0,245,1034,1,0,1,4,1050,1028,0,1.2564747221060402,1,0,2,1,3,1,0,8,6,1,2,1,2008.0,0,3,836,4,4,2,0,102,0,0,0,0,0,4,2008,6,5,2.8629598906857057
411,20,3,68.0,-0.07021038905677196,1,3,3,0,4,0,7,2,2,0,2,5,3,1958,1958,1,1,2,2,3,0.0,3,1,1,3,0,3,5,0,5,0,1276,1276,1,4,1,0,1276,0,0,-0.41303468527625187,0,0,1,0,3,1,3,5,4,0,5,1,1958.0,2,1,350,4,4,2,0,0,0,0,0,0,0,6,2009,0,0,-1.8618318985708624
412,190,3,100.0,2.943419360150225,1,3,0,0,4,0,8,2,2,1,2,5,5,1955,1955,3,1,13,14,3,0.0,3,4,1,3,3,2,4,1056,5,0,0,1056,1,4,0,4,1056,0,0,-0.8710048469023169,1,0,1,0,3,1,3,5,6,0,5,1,1955.0,0,2,572,4,4,2,264,0,0,0,0,0,0,1,2006,8,4,-0.42623832542766915
413,20,1,69.0,-0.6912255229896146,1,1,3,0,4,0,21,2,2,0,2,7,5,2009,2009,1,1,8,8,2,432.0,0,4,2,0,3,0,2,578,5,0,892,1470,1,0,1,4,1478,0,0,0.0074651903985897975,1,0,2,1,2,1,2,7,6,1,2,1,2009.0,0,2,484,4,4,2,0,144,0,0,0,0,0,6,2010,6,5,0.8742405584785177
414,30,4,56.0,-0.1436314894501479,1,3,3,0,4,0,17,0,2,0,2,5,6,1927,1950,1,1,14,15,3,0.0,3,4,1,3,3,3,5,0,5,0,1008,1008,1,2,1,0,1028,0,0,-0.929291958381998,0,0,1,0,2,1,3,5,6,1,2,5,1927.0,2,2,360,4,4,2,0,0,130,0,0,0,0,3,2010,8,4,-0.9329184100664433
415,60,3,59.0,0.12890378991511664,1,1,3,0,1,0,20,2,2,0,5,7,5,1993,1993,1,1,12,13,3,0.0,2,4,2,2,3,3,1,50,2,531,499,1080,1,0,1,4,1080,1017,0,1.2960266906101094,0,1,2,1,3,1,2,9,6,1,4,1,1993.0,2,3,678,4,4,2,196,187,0,0,0,0,0,12,2008,8,4,0.9755765754062725
416,20,3,73.0,-0.15096158294277626,1,0,3,0,4,0,8,2,2,0,2,7,5,2007,2007,1,1,12,13,3,0.0,2,4,2,2,3,0,2,24,5,0,1316,1340,1,0,1,4,1340,0,0,-0.27980700189412383,0,0,2,0,3,1,2,6,6,0,5,1,2007.0,0,2,396,4,4,2,100,30,0,0,0,0,0,8,2007,6,5,0.18404094718357958
417,60,3,74.0,-0.2777361507251193,1,3,3,0,4,0,19,2,2,0,5,6,7,1978,1978,3,1,6,6,1,203.0,3,4,1,3,3,3,0,209,5,0,463,672,1,4,1,4,672,728,0,-0.15490604872337876,0,0,1,1,3,1,3,6,6,1,4,1,1978.0,0,2,440,4,4,2,0,0,0,0,0,0,0,3,2006,8,4,-0.350236312731853
